lat,lon,alt,is_broken,is_active,dot,state,city,street,country,last_checked,date
-73.081516,41.331193,0,False,True,working,CT,Derby,44 Division St,USA,Checked 149 minutes ago,2021-05-21
-73.051788,41.311676,0,False,True,working,CT,Derby,652 New Haven Ave,USA,Checked 149 minutes ago,2021-05-22
-75.189334,40.988453,0,False,True,working,PA,Stroudsburg,330 Main St,USA,Checked 149 minutes ago,2021-05-23
-75.08595,40.260093,0,False,True,working,PA,Jamison,2395 York Rd,USA,Checked 149 minutes ago,2021-05-24
-74.780185,39.981947,0,False,True,working,NJ,Mount Holly,1660 State Hwy 38,USA,Checked 149 minutes ago,2021-05-25
-75.130079,40.322711,0,False,True,working,PA,Doylestown,561 N Main St,USA,Checked 149 minutes ago,2021-05-26
-74.99347,40.146082,0,False,True,working,PA,Feasterville,334 E Street Rd,USA,Checked 149 minutes ago,2021-05-27
-74.94585,40.09647,0,False,True,working,PA,Bensalem,1930 St Rd,USA,Checked 149 minutes ago,2021-05-28
-75.252759,40.688549,0,False,True,working,PA,Easton,2553 Nazareth Rd,USA,Checked 149 minutes ago,2021-05-29
-72.987816,41.27862,0,False,True,working,CT,Orange,57 Boston Post Road,USA,Checked 149 minutes ago,2021-05-30
-74.904387,40.046543,0,False,True,working,NJ,Edgewater Park,Us 130/Cooper St,USA,Checked 149 minutes ago,2021-05-31
-74.211834,39.769352,0,False,True,working,NJ,Barnegat,580 N Main St,USA,Checked 149 minutes ago,2021-06-01
-72.975172,41.270799,0,False,True,working,CT,West Haven,513 Sawmill Road,USA,Checked 149 minutes ago,2021-06-02
-74.965013,40.088491,0,False,True,working,PA,Philadelphia,501 Franklin Mill Cir,USA,Checked 149 minutes ago,2021-06-03
-75.285281,40.715486,0,False,True,working,PA,Easton,3708 Easton Nazareth Hwy,USA,Checked 150 minutes ago,2021-06-04
-73.801506,41.672337,0,False,True,working,NY,La Grangeville,Freedom Business Center Rt 55,USA,Checked 149 minutes ago,2021-06-05
-73.2114,41.478432,0,False,True,working,CT,Southbury,100 Main St North,USA,Checked 149 minutes ago,2021-06-06
-74.966169,40.07164,0,False,True,working,PA,Bensalem,1240 Bristol Pike,USA,Checked 149 minutes ago,2021-06-07
-73.081989,41.39732,0,False,True,working,CT,Seymour,Rt 67 & 255 Bank St,USA,Checked 150 minutes ago,2021-06-08
-72.958359,41.289525,0,False,True,working,CT,West Haven,1129 Campbell Ave,USA,Checked 149 minutes ago,2021-06-09
-75.297208,40.836097,0,False,True,working,PA,Wind Gap,1036 S Broadway,USA,Checked 149 minutes ago,2021-06-10
-73.90626,41.697245,0,False,True,working,NY,Poughkeepsie,733 Main St,USA,Checked 149 minutes ago,2021-06-11
-72.936379,41.284976,0,False,True,working,CT,New Haven,280 Kimberly Ave,USA,Checked 150 minutes ago,2021-06-12
-75.029522,40.102193,0,True,True,broken,PA,Philadelphia,9970 Bustleton Ave,USA,Checked 149 minutes ago,2021-06-13
-73.966667,41.702763,0,True,True,broken,NY,Hyland,650 Rte 9 W Bridgeview Plaza,USA,Checked 149 minutes ago,2021-06-14
-74.87094,39.971548,0,False,True,working,NJ,Mount Laurel,3049 Route 38,USA,Checked 150 minutes ago,2021-06-15
-75.105904,40.179979,0,False,True,working,PA,Hatboro,121 N York Rd,USA,Checked 149 minutes ago,2021-06-16
-75.138972,40.218303,0,False,True,working,PA,Warrington,250 Metro Drive,USA,Checked 149 minutes ago,2021-06-17
-72.966584,41.328502,0,True,True,broken,CT,New Haven,1094 Whalley Ave,USA,Checked 150 minutes ago,2021-06-18
-72.709704,40.917181,0,False,True,working,NY,Riverhead,268 Ny Rte 58,USA,Checked 150 minutes ago,2021-06-19
-72.941321,41.31564,0,False,True,working,CT,New Haven,250 Whalley Ave,USA,Checked 149 minutes ago,2021-06-20
-74.956113,40.015436,0,False,True,working,NJ,Delran,4057 Route 130,USA,Checked 149 minutes ago,2021-06-21
-75.128715,40.175038,0,False,True,working,PA,Horsham,Pa Rte 611 And Pine Ave,USA,Checked 150 minutes ago,2021-06-22
-75.009526,40.050367,0,False,True,working,PA,Philadelphia,8901 Franford Ave,USA,Checked 150 minutes ago,2021-06-23
-73.931435,41.725918,0,False,True,working,NY,Poughkeepsie,Mid Hudson Center,USA,Checked 149 minutes ago,2021-06-24
-75.344847,40.67552,0,False,True,working,PA,Bethlehem,3925 Nazareth Pike,USA,Checked 149 minutes ago,2021-06-25
-75.345975,40.643841,0,False,True,working,PA,Bethlehem,2610 Easton Ave,USA,Checked 150 minutes ago,2021-06-26
-75.05476,41.356154,0,False,True,working,PA,Hawley,603 Rt 739,USA,Checked 150 minutes ago,2021-06-27
-72.887251,41.286056,0,False,True,working,CT,East Haven,687 Main St,USA,Checked 149 minutes ago,2021-06-28
-75.340139,40.5673,0,False,True,working,PA,Hellertown,14 S Main St,USA,Checked 149 minutes ago,2021-06-29
-75.115847,40.131169,0,False,True,working,PA,Abington,1663 Old York Rd,USA,Checked 150 minutes ago,2021-06-30
-74.277519,39.708065,0,False,True,working,NJ,Manahawkin,757 Rt 72 W,USA,Checked 150 minutes ago,2021-07-01
-72.895628,41.308258,0,False,True,working,CT,New Haven,308 Ferry St,USA,Checked 149 minutes ago,2021-07-02
-72.933656,41.34796,0,False,True,working,CT,Hamden,1260 Dixwell Avenue,USA,Checked 149 minutes ago,2021-07-03
-75.226722,40.265876,0,False,True,working,PA,Chalfont,4272 County Line Rd,USA,Checked 150 minutes ago,2021-07-04
-74.071083,41.743664,0,False,True,working,NY,New Paltz,261 Main St,USA,Checked 150 minutes ago,2021-07-05
-75.060584,40.056397,0,False,True,working,PA,Philadelphia,7613 Castor Avenue,USA,Checked 149 minutes ago,2021-07-06
-72.661171,40.91502,0,False,True,working,NY,Riverhead,30 Flanders Rd,USA,Checked 149 minutes ago,2021-07-07
-74.812072,39.873651,0,False,True,working,NJ,Medford,601 Stokes Rd,USA,Checked 150 minutes ago,2021-07-08
-75.084368,40.074102,0,False,True,working,PA,Philadelphia,7901 Oxford Ave,USA,Checked 150 minutes ago,2021-07-09
-73.822525,41.74432,0,False,True,working,NY,Pleasant Valley,1620 Main St,USA,Checked 149 minutes ago,2021-07-10
-75.053345,40.044473,0,True,True,broken,PA,Philadelphia,2801 Cottman Ave,USA,Checked 149 minutes ago,2021-07-11
-75.297739,40.364256,0,False,True,working,PA,Perkasie,503 Constitution Ave,USA,Checked 150 minutes ago,2021-07-12
-72.84801,41.280226,0,False,True,working,CT,Branford,424 W Main St,USA,Checked 150 minutes ago,2021-07-13
-72.878092,41.32197,0,False,True,working,CT,New Haven,225 Foxon Blvd,USA,Checked 149 minutes ago,2021-07-14
-73.079275,41.492481,0,False,True,working,CT,Naugatuck,718 Rubber Ave,USA,Checked 149 minutes ago,2021-07-15
-72.654632,40.936522,0,False,True,working,NY,Riverhead,268 Route 58,USA,Checked 150 minutes ago,2021-07-16
-75.265629,40.288169,0,False,True,working,PA,Hatfield,1511 Bethlehem Pike,USA,Checked 150 minutes ago,2021-07-17
-74.393127,41.720715,0,False,True,working,NY,Ellenville,47-49 N Main Street,USA,Checked 149 minutes ago,2021-07-18
-75.16762,40.144085,0,True,True,broken,PA,Dresher,1650 Limekiln Pike,USA,Checked 149 minutes ago,2021-07-19
-75.385566,40.609145,0,False,True,working,PA,Bethlehem,442 Wyandotte St,USA,Checked 150 minutes ago,2021-07-20
-73.043135,41.474318,0,False,True,working,CT,Naugatuck,571 New Haven Rd,USA,Checked 150 minutes ago,2021-07-21
-75.007545,39.988769,0,False,True,working,NJ,Cinnaminson,100 Rt 130 N,USA,Checked 149 minutes ago,2021-07-22
-72.833928,41.285164,0,False,True,working,CT,Branford,Rt- 95 East,USA,Checked 149 minutes ago,2021-07-23
-72.917156,41.373123,0,False,True,working,CT,Hamden,2320 Dixwell Avenue,USA,Checked 150 minutes ago,2021-07-24
-75.050729,40.022321,0,False,True,working,PA,Philadelphia,6470 Torresdale Avenue,USA,Checked 150 minutes ago,2021-07-25
-75.224248,40.209598,0,False,True,working,PA,North Wales,1470 Bethlehem Pike,USA,Checked 149 minutes ago,2021-07-26
-74.979486,39.957971,0,False,True,working,NJ,Moorestown,1 W Camden Ave,USA,Checked 149 minutes ago,2021-07-27
-75.027176,39.99106,0,False,True,working,NJ,Pennsauken,1021 Route 73,USA,Checked 150 minutes ago,2021-07-28
-75.359409,40.444085,0,False,True,working,PA,Quakertown,2 N Westend Blvd,USA,Checked 150 minutes ago,2021-07-29
-75.308881,40.3163,0,False,True,working,PA,Souderton,727 Rt 113,USA,Checked 149 minutes ago,2021-07-30
-74.95555,39.926642,0,False,True,working,NJ,Mount Laurel,1108 Route 73,USA,Checked 149 minutes ago,2021-07-31
-75.259117,40.227288,0,False,True,working,PA,North Wales,1200 Welsh Rd,USA,Checked 150 minutes ago,2021-08-01
-72.87142,41.356576,0,False,True,working,CT,North Haven,365 Universal Drive,USA,Checked 150 minutes ago,2021-08-02
-73.931972,41.782637,0,False,True,working,NY,Hyde Park,4258 Albany Post Rd,USA,Checked 149 minutes ago,2021-08-03
-73.580101,41.735226,0,False,True,working,NY,Dover Plains,3078 Route 22,USA,Checked 149 minutes ago,2021-08-04
-75.399965,40.922096,0,True,True,broken,PA,Brodheadsville,Rt 209 & 115,USA,Checked 150 minutes ago,2021-08-05
-74.674553,41.666497,0,False,True,working,NY,Monticello,Route 42 N,USA,Checked 150 minutes ago,2021-08-06
-75.10653,40.032346,0,False,True,working,PA,Philadelphia,710 Adams Ave,USA,Checked 149 minutes ago,2021-08-07
-74.940164,39.895096,0,False,True,working,NJ,Marlton,760 W Route 70,USA,Checked 150 minutes ago,2021-08-08
-75.007915,39.941278,0,False,True,working,NJ,Cherry Hill,2428 Kaighns Avenue,USA,Checked 150 minutes ago,2021-08-09
-75.157665,40.072964,0,False,True,working,PA,Philadelphia,7911-17 Ogontz Ave,USA,Checked 149 minutes ago,2021-08-10
-75.435443,40.625051,0,True,True,broken,PA,Allentown,1321 Union Blvd,USA,Checked 150 minutes ago,2021-08-11
-75.094575,40.006304,0,False,True,working,PA,Philadelphia,1801 Torresdale Ave,USA,Checked 150 minutes ago,2021-08-12
-75.317924,40.263725,0,False,True,working,PA,Lansdale,2333 Welsh Road,USA,Checked 150 minutes ago,2021-08-13
-75.157837,40.055862,0,False,True,working,PA,Philadelphia,2211 Stenton Ave,USA,Checked 149 minutes ago,2021-08-14
-75.093707,39.99463,0,False,True,working,PA,Philadelphia,3725 Aramingo Ave,USA,Checked 150 minutes ago,2021-08-15
-75.213295,40.110584,0,False,True,working,PA,Flourtown,1890 Bethleham Pike,USA,Checked 150 minutes ago,2021-08-16
-75.118959,40.012382,0,False,True,working,PA,Philadelphia,4163 Whitaker Ave,USA,Checked 150 minutes ago,2021-08-17
-73.100859,41.57627,0,False,True,working,CT,Watertown,564 Straits Tpke,USA,Checked 149 minutes ago,2021-08-18
-72.855712,41.396389,0,False,True,working,CT,North Haven,129 Washington Ave,USA,Checked 150 minutes ago,2021-08-19
-75.31334,40.229786,0,False,True,working,PA,Lansdale,1551 S Valley Forge Rd,USA,Checked 150 minutes ago,2021-08-20
-75.012768,39.914805,0,False,True,working,NJ,Cherry Hill,24 W Marlton Pike,USA,Checked 150 minutes ago,2021-08-21
-75.41836,40.435242,0,True,True,broken,PA,Quakertown,1900 John Fries Highway,USA,Checked 149 minutes ago,2021-08-22
-75.044145,39.936084,0,False,True,working,NJ,Cherry Hill,801 Rt 38,USA,Checked 150 minutes ago,2021-08-23
-73.053008,41.558694,0,False,True,working,CT,Waterbury,45 Thomaston Ave,USA,Checked 150 minutes ago,2021-08-24
-75.460678,40.585989,0,False,True,working,PA,Allentown,1432 S 4th St,USA,Checked 150 minutes ago,2021-08-25
-75.372718,41.12259,0,False,True,working,PA,Mt. Pocono,Rt. 940 & Oak Street Shopping Center,USA,Checked 149 minutes ago,2021-08-26
-72.7718,41.325134,0,False,True,working,CT,North Branford,280 Branford Road,USA,Checked 150 minutes ago,2021-08-27
-75.149889,40.01737,0,False,True,working,PA,Philadelphia,4200 N Broad St,USA,Checked 150 minutes ago,2021-08-28
-73.030761,41.552555,0,False,True,working,CT,Waterbury,325 Union St,USA,Checked 150 minutes ago,2021-08-29
-75.174316,40.036686,0,True,True,broken,PA,Philadelphia,29 E Chelten Ave,USA,Checked 149 minutes ago,2021-08-30
-72.538445,40.873699,0,False,True,working,NY,Hampton Bays,196 W Montauk Hwy.,USA,Checked 150 minutes ago,2021-08-31
-75.135355,39.991105,0,False,True,working,PA,Philadelphia,2nd   Lehigh Ave,USA,Checked 150 minutes ago,2021-09-01
-72.99618,41.539408,0,False,True,working,CT,Waterbury,530 Reidville Dr,USA,Checked 150 minutes ago,2021-09-02
-75.487068,40.636127,0,False,True,working,PA,Whitehall,2137 Mc Arthur Rd,USA,Checked 150 minutes ago,2021-09-03
-75.15262,40.001157,0,False,True,working,PA,Philadelphia,3137 N Broad St,USA,Checked 150 minutes ago,2021-09-04
-75.487806,40.559727,0,False,True,working,PA,Allentown,3020 Lehigh St,USA,Checked 150 minutes ago,2021-09-05
-75.501268,40.650812,0,False,True,working,PA,Whitehall,2998 Macarthur Road,USA,Checked 150 minutes ago,2021-09-06
-73.009057,41.565588,0,False,True,working,CT,Waterbury,881 Wolcott St,USA,Checked 151 minutes ago,2021-09-07
-73.031984,41.580669,0,False,True,working,CT,Waterbury,184 Chase Ave,USA,Checked 150 minutes ago,2021-09-08
-74.981092,39.852096,0,False,True,working,NJ,Voorhees,702-2 Berlin Rd,USA,Checked 150 minutes ago,2021-09-09
-75.166119,39.995854,0,True,True,broken,PA,Philadelphia,2101 W Lehigh,USA,Checked 150 minutes ago,2021-09-10
-75.135705,39.968354,0,False,True,working,PA,Philadelphia,22 W Girard Ave,USA,Checked 151 minutes ago,2021-09-11
-72.543167,40.979881,0,False,True,working,NY,Mattituck,8850 Main Rd Ny 25,USA,Checked 150 minutes ago,2021-09-12
-75.155994,39.985228,0,False,True,working,PA,Philadelphia,2109 N Broad St,USA,Checked 150 minutes ago,2021-09-13
-75.061101,39.904398,0,False,True,working,NJ,Westmont,566 Cuthbert Blvd,USA,Checked 150 minutes ago,2021-09-14
-75.179781,40.004814,0,False,True,working,PA,Philadelphia,3100 W Allegheny Ave,USA,Checked 151 minutes ago,2021-09-15
-75.238855,40.063817,0,False,True,working,PA,Philadelphia,8500 Henry Ave,USA,Checked 150 minutes ago,2021-09-16
-74.355896,39.601227,0,False,True,working,NJ,Little Egg Harbor,460 Rt 9 S,USA,Checked 150 minutes ago,2021-09-17
-75.117366,39.943826,0,False,True,working,NJ,Camden,Haddon Ave & Federal St,USA,Checked 150 minutes ago,2021-09-18
-75.311532,40.143917,0,False,True,working,PA,East Norriton,2931 Dekalb Pike,USA,Checked 151 minutes ago,2021-09-19
-74.93165,39.808496,0,False,True,working,NJ,Berlin,270 Route 73 North,USA,Checked 150 minutes ago,2021-09-20
-75.158826,39.972099,0,True,True,broken,PA,Philadelphia,1201 N Broad St,USA,Checked 150 minutes ago,2021-09-21
-75.506629,40.529028,0,False,True,working,PA,Emmaus,1101 Chestnut St,USA,Checked 150 minutes ago,2021-09-22
-75.098077,39.910589,0,False,True,working,NJ,Camden,2720 Mount Ephraim Ave,USA,Checked 151 minutes ago,2021-09-23
-75.033952,39.862339,0,False,True,working,NJ,Magnolia,700 White Hourse Pike North,USA,Checked 150 minutes ago,2021-09-24
-75.29003,40.094447,0,True,True,broken,PA,Conshohocken,209 213 Ridge Pike,USA,Checked 150 minutes ago,2021-09-25
-75.527624,40.598487,0,False,True,working,PA,Allentown,721 Cedar Crest Blvd,USA,Checked 150 minutes ago,2021-09-26
-74.927152,39.789411,0,False,True,working,NJ,Berlin,230 White Horse Pike,USA,Checked 151 minutes ago,2021-09-27
-72.668966,41.289211,0,False,True,working,CT,Guilford,617 Boston Post Rd,USA,Checked 150 minutes ago,2021-09-28
-75.347046,40.152293,0,False,True,working,PA,East Norristown,689 W Germantown Pike,USA,Checked 150 minutes ago,2021-09-29
-75.532775,40.574503,0,False,True,working,PA,Allentown,3860 Hamilton Blvd,USA,Checked 151 minutes ago,2021-09-30
-75.141272,39.926222,0,False,True,working,PA,Philadelphia,1675 S Christopher Columbus Blvd,USA,Checked 151 minutes ago,2021-10-01
-74.98836,39.814419,0,True,True,broken,NJ,Lindenwold,517 White Horse Pike,USA,Checked 151 minutes ago,2021-10-02
-75.142546,39.923923,0,True,True,broken,PA,Philadelphia,1601 Christopher Columbus Blvd,USA,Checked 151 minutes ago,2021-10-03
-72.817015,41.470389,0,False,True,working,CT,Wallingford,608 N Colony,USA,Checked 151 minutes ago,2021-10-04
-75.084138,39.875797,0,False,True,working,NJ,Mount Ephraim,259 S Black Horse Pike,USA,Checked 151 minutes ago,2021-10-05
-75.2294,39.999466,0,True,True,broken,PA,Philadelphia,5020 City Line Ave,USA,Checked 151 minutes ago,2021-10-06
-75.501937,40.39307,0,False,True,working,PA,Pennsburg,502 Pottstown Ave,USA,Checked 151 minutes ago,2021-10-07
-75.224318,39.979957,0,False,True,working,PA,Philadelphia,52nd   Jefferson,USA,Checked 151 minutes ago,2021-10-08
-75.348007,40.116429,0,False,True,working,PA,Norristown,273/227 W Main,USA,Checked 151 minutes ago,2021-10-09
-75.151145,39.913805,0,False,True,working,PA,Philadelphia,120 W Oregon,USA,Checked 151 minutes ago,2021-10-10
-75.311567,40.067948,0,True,True,broken,PA,West Conshohocken,114 Moorehead Ave,USA,Checked 151 minutes ago,2021-10-11
-75.202337,39.954342,0,False,True,working,PA,Philadelphia,3935 Walnut St,USA,Checked 151 minutes ago,2021-10-12
-75.232234,39.965999,0,False,True,working,PA,Philadelphia,5601 Vine St,USA,Checked 151 minutes ago,2021-10-13
-75.225038,39.95814,0,False,True,working,PA,Philadelphia,101-1423 S 52nd St,USA,Checked 151 minutes ago,2021-10-14
-75.187246,39.919394,0,False,True,working,PA,Philadelphia,24th & Oregon St,USA,Checked 151 minutes ago,2021-10-15
-75.56977,40.520238,0,False,True,working,PA,Macungie,6479 Village Ln,USA,Checked 151 minutes ago,2021-10-16
-72.80803,41.508577,0,False,True,working,CT,Meriden,533 South Broad St,USA,Checked 151 minutes ago,2021-10-17
-75.088599,39.837403,0,False,True,working,NJ,Deptford,1106 Hurffville Road,USA,Checked 151 minutes ago,2021-10-18
-72.87444,41.562779,0,False,True,working,CT,Plantsville,894 Meriden Waterbury Turnpike,USA,Checked 151 minutes ago,2021-10-19
-75.594435,40.757416,0,False,True,working,PA,Walnutport,473 Main St,USA,Checked 151 minutes ago,2021-10-20
-75.365097,40.095668,0,False,True,working,PA,King Of Prussia,151 North Henderson Road,USA,Checked 151 minutes ago,2021-10-21
-75.043816,39.803563,0,False,True,working,NJ,Blackwood,1521 Blackwood Clementon Road,USA,Checked 151 minutes ago,2021-10-22
-75.293123,40.009359,0,False,True,working,PA,Ardmore,111 Lancaster Pike,USA,Checked 151 minutes ago,2021-10-23
-75.268621,39.980081,0,False,True,working,PA,Philadelphia,7500 City Avenue,USA,Checked 151 minutes ago,2021-10-24
-75.405195,40.128063,0,False,True,working,PA,Audubon,635 S Trooper Rd,USA,Checked 151 minutes ago,2021-10-25
-75.593937,40.55127,0,False,True,working,PA,Trexlertown,6896 Hamilton Blvd,USA,Checked 151 minutes ago,2021-10-26
-75.227616,39.930819,0,False,True,working,PA,Philadelphia,5945 Woodland Ave,USA,Checked 151 minutes ago,2021-10-27
-75.257655,39.957409,0,False,True,working,PA,Upper Darby,133 S 69th St,USA,Checked 151 minutes ago,2021-10-28
-73.019948,41.679227,0,False,True,working,CT,Terryville,321 Main St,USA,Checked 151 minutes ago,2021-10-29
-72.817142,41.539431,0,False,True,working,CT,Meriden,412 W Main St,USA,Checked 151 minutes ago,2021-10-30
-75.328408,40.026812,0,False,True,working,PA,Bryn Mawr,1257 Lancaster Ave,USA,Checked 151 minutes ago,2021-10-31
-75.451145,40.185038,0,False,True,working,PA,Collegeville,222 E Main St,USA,Checked 151 minutes ago,2021-11-01
-75.614351,40.678216,0,False,True,working,PA,Schnecksville,5060 State Hwy 873,USA,Checked 151 minutes ago,2021-11-02
-72.580126,41.291849,0,False,True,working,CT,Madison,Rt-95 West  South,USA,Checked 151 minutes ago,2021-11-03
-74.78525,39.644742,0,False,True,working,NJ,Hammonton,96 S White Horse Pike,USA,Checked 151 minutes ago,2021-11-04
-72.398338,40.89537,0,False,True,working,NY,Southampton,307 N Sea Rd,USA,Checked 151 minutes ago,2021-11-05
-73.996811,41.94445,0,True,True,broken,NY,Kingston,555 Albany Ave,USA,Checked 151 minutes ago,2021-11-06
-75.149011,39.842786,0,False,True,working,NJ,Woodbury,444 N Broad St,USA,Checked 151 minutes ago,2021-11-07
-75.264559,39.940011,0,False,True,working,PA,Lansdowne,201 E Baltimore Ave,USA,Checked 151 minutes ago,2021-11-08
-75.287515,39.959791,0,False,True,working,PA,Upper Darby,1891 S State Rd,USA,Checked 151 minutes ago,2021-11-09
-72.777368,41.52881,0,False,True,working,CT,Meriden,783 East Main Street,USA,Checked 151 minutes ago,2021-11-10
-75.001416,39.737819,0,False,True,working,NJ,Sicklerville,582 Berlin Cross Keys Rd,USA,Checked 151 minutes ago,2021-11-11
-75.048301,39.761647,0,False,True,working,NJ,Turnersville,5801 Rt 42,USA,Checked 151 minutes ago,2021-11-12
-75.239145,39.903164,0,False,True,working,PA,Philadelphia,7700 Island Ave,USA,Checked 151 minutes ago,2021-11-13
-75.501968,40.217226,0,False,True,working,PA,Limerick,32 Ridge Pike,USA,Checked 151 minutes ago,2021-11-14
-72.538205,41.277443,0,True,True,broken,CT,Clinton,108 W Main St,USA,Checked 151 minutes ago,2021-11-15
-75.318433,39.972507,0,False,True,working,PA,Havertown,1232 Westchester Pike,USA,Checked 151 minutes ago,2021-11-16
-75.26436,39.920196,0,False,True,working,PA,Darby,101 S Mcdade Blvd,USA,Checked 151 minutes ago,2021-11-17
-75.225179,41.553394,0,False,True,working,PA,Honesdale,1187 Texas Palmyra Highway,USA,Checked 151 minutes ago,2021-11-18
-72.946179,41.675093,0,False,True,working,CT,Bristol,150 N Main St,USA,Checked 151 minutes ago,2021-11-19
-75.159437,39.825172,0,False,True,working,NJ,Woodbury Heights,201 S Evergreen Ave,USA,Checked 151 minutes ago,2021-11-20
-75.101518,39.781898,0,False,True,working,NJ,Hurffville,122 Delsea Drive,USA,Checked 151 minutes ago,2021-11-21
-73.988571,41.967094,0,False,True,working,NY,Kingston,1232 Ulster Ave,USA,Checked 151 minutes ago,2021-11-22
-75.321084,39.955992,0,False,True,working,PA,Drexel Hill,5008 Township Line Rd,USA,Checked 151 minutes ago,2021-11-23
-72.872751,41.635104,0,False,True,working,CT,Southington,675 Queen St,USA,Checked 151 minutes ago,2021-11-24
-75.033916,39.729968,0,True,True,broken,NJ,Turnersville,3501 Rt 42,USA,Checked 151 minutes ago,2021-11-25
-75.361434,39.982434,0,False,True,working,PA,Broomall,2601 W Chester Pike,USA,Checked 151 minutes ago,2021-11-26
-75.306877,39.926325,0,False,True,working,PA,Clifton Heights,531 Baltimore Pike,USA,Checked 151 minutes ago,2021-11-27
-75.44271,40.070722,0,False,True,working,PA,Berwyn,260 W Swedeford Rd,USA,Checked 151 minutes ago,2021-11-28
-75.417505,41.404432,0,False,True,working,PA,Hamlin,Rte 590 Village Center At Hamlin,USA,Checked 151 minutes ago,2021-11-29
-74.991957,39.689222,0,False,True,working,NJ,Williamstown,10 S Blackhorse Pike,USA,Checked 151 minutes ago,2021-11-30
-75.53362,40.194585,0,False,True,working,PA,Royersford,308 N Lewis Rd,USA,Checked 151 minutes ago,2021-12-01
-72.922442,41.690398,0,False,True,working,CT,Bristol,646 Farmington Avenue,USA,Checked 151 minutes ago,2021-12-02
-75.30403,39.900275,0,False,True,working,PA,Holmes,2711 Mac Dade Blvd,USA,Checked 151 minutes ago,2021-12-03
-74.643984,39.525711,0,False,True,working,NJ,Egg Harbor,Rt 30 & Saint Louis Ave,USA,Checked 151 minutes ago,2021-12-04
-75.619884,40.326546,0,False,True,working,PA,Gilbertsville,Rt 73/Philadelphia Ave,USA,Checked 151 minutes ago,2021-12-05
-75.534345,40.132316,0,False,True,working,PA,Phoenixville,651 Nut Rd,USA,Checked 152 minutes ago,2021-12-06
-72.841324,41.675905,0,False,False,inactive,CT,Plainville,260 New Britian Ave,USA,Checked 151 minutes ago,2021-12-07
-72.683104,41.554654,0,False,True,working,CT,Middletown,914 Washington,USA,Checked 151 minutes ago,2021-12-08
-75.112807,39.717016,0,False,True,working,NJ,Glassboro,656 Delsea Drive,USA,Checked 152 minutes ago,2021-12-09
-73.078732,41.82062,0,False,True,working,CT,Torrington,1858 E Main St,USA,Checked 152 minutes ago,2021-12-10
-72.653586,41.54041,0,False,True,working,CT,Middletown,611 S Main,USA,Checked 151 minutes ago,2021-12-11
-72.805923,41.665976,0,False,True,working,CT,New Britain,698 W Main Street,USA,Checked 151 minutes ago,2021-12-12
-75.734335,40.814799,0,False,True,working,PA,Lehighton,1257 Blakeslee Blvd,USA,Checked 152 minutes ago,2021-12-13
-75.619695,40.242917,0,False,True,working,PA,Pottstown,1428 E High St,USA,Checked 152 minutes ago,2021-12-14
-72.76957,41.643612,0,False,True,working,CT,Berlin,185 New Britain Rd,USA,Checked 151 minutes ago,2021-12-15
-75.344206,39.878701,0,False,True,working,PA,Woodlyn,1253 Mcdade Blvd,USA,Checked 151 minutes ago,2021-12-16
-72.707174,41.604247,0,False,True,working,CT,Cromwell,125 Berlin Rd,USA,Checked 152 minutes ago,2021-12-17
-75.341757,39.865832,0,False,True,working,PA,Eddystone,1576 Chester Pike,USA,Checked 152 minutes ago,2021-12-18
-75.702194,41.071491,0,False,True,working,PA,White Haven,Rt 940 & I 80,USA,Checked 151 minutes ago,2021-12-19
-72.776526,41.671715,0,False,True,working,CT,New Britain,40 Martin Luther King Jr Dr,USA,Checked 151 minutes ago,2021-12-20
-74.511193,39.431486,0,True,True,broken,NJ,Absecon,551 White Horse Pike,USA,Checked 152 minutes ago,2021-12-21
-72.675764,41.601279,0,False,True,working,CT,Cromwell,30 Shunpike Rd,USA,Checked 152 minutes ago,2021-12-22
-75.65977,40.252745,0,False,True,working,PA,Pottstown,189 Shoemaker Rd,USA,Checked 151 minutes ago,2021-12-23
-75.529528,40.042656,0,True,True,broken,PA,Frazer,84 Lancaster Ave,USA,Checked 151 minutes ago,2021-12-24
-72.8857,41.7568,0,False,True,working,CT,Farmington,Farmington Ave.,USA,Checked 152 minutes ago,2021-12-25
-72.393723,41.28794,0,False,True,working,CT,Old Saybrook,1061 Boston Post Rd,USA,Checked 152 minutes ago,2021-12-26
-75.389796,39.872876,0,True,True,broken,PA,Brookhaven,4206 Edgemont Ave,USA,Checked 151 minutes ago,2021-12-27
-75.433866,39.914305,0,False,True,working,PA,Lima,1123 West Baltimore Pike,USA,Checked 151 minutes ago,2021-12-28
-74.649597,39.452699,0,False,True,working,NJ,Mays Landing,4478 Black Horse Pike,USA,Checked 152 minutes ago,2021-12-29
-75.220885,39.724714,0,True,True,broken,NJ,Mullica Hill,Route 77 And Walnut Lane,USA,Checked 152 minutes ago,2021-12-30
-72.762565,41.715673,0,False,True,working,CT,New Britain,635 Hartford Road,USA,Checked 151 minutes ago,2021-12-31
-73.970894,42.084244,0,False,True,working,NY,Saugerties,350 Rt 212,USA,Checked 151 minutes ago,2022-01-01
-74.566818,39.409819,0,False,True,working,NJ,Egg Harbor Township,6688 Blackhorse Pike,USA,Checked 152 minutes ago,2022-01-02
-72.708146,41.687704,0,False,True,working,CT,Newington,2375 Berlin Tpke,USA,Checked 152 minutes ago,2022-01-03
-75.818688,40.86115,0,False,True,working,PA,Nesquehoning,180 Market St,USA,Checked 151 minutes ago,2022-01-04
